ID,Label,Age,fnlwgt,Education-num,Capital-gain,Capital-loss,Hours-per-week
CLI1166,>50K,52,109600,14,4787,0,44
CLI1167,<=50K,34,226629,9,0,0,40
CLI1168,>50K,49,431245,10,0,0,50
CLI1169,<=50K,50,41890,9,0,0,40
CLI1170,<=50K,35,267891,9,0,0,38
CLI1171,<=50K,22,361138,9,0,0,50
CLI1172,<=50K,20,133061,5,0,0,40
CLI1173,<=50K,28,272913,6,0,0,30
CLI1174,>50K,25,182809,9,7298,0,40
CLI1175,<=50K,24,122348,13,0,0,40
CLI1176,<=50K,55,200992,10,0,0,35
CLI1177,>50K,32,222221,11,7298,0,42
CLI1178,>50K,45,233511,13,0,1977,60
CLI1179,>50K,34,181091,9,7688,0,40
CLI1180,<=50K,46,170850,13,0,1590,40
CLI1181,<=50K,36,111957,10,0,0,52
CLI1182,<=50K,17,67808,6,0,0,40
CLI1183,>50K,34,264651,9,0,0,40
CLI1184,<=50K,40,205706,9,0,0,40
CLI1185,>50K,52,185407,13,0,0,50
CLI1186,>50K,40,207578,9,0,0,50
CLI1187,<=50K,62,198686,9,0,0,40
CLI1188,<=50K,51,230095,11,0,0,40
CLI1189,>50K,53,302868,13,0,0,50
CLI1190,<=50K,22,175431,9,0,0,20
CLI1191,<=50K,31,209538,6,0,0,40
CLI1192,<=50K,18,78181,9,0,0,20
CLI1193,>50K,51,221532,13,0,0,40
CLI1194,<=50K,31,197672,13,0,0,40
CLI1195,<=50K,34,158040,13,0,0,45
CLI1196,>50K,46,105444,13,0,0,50
CLI1197,<=50K,34,221396,10,0,0,40
CLI1198,<=50K,28,163320,9,0,0,40
CLI1199,<=50K,39,77516,13,2174,0,40
CLI1200,>50K,36,20507,9,7688,0,50
CLI1201,>50K,49,215895,14,0,0,40
CLI1202,>50K,32,182556,13,0,1887,45
CLI1203,<=50K,49,71195,14,0,0,60
CLI1204,<=50K,44,443040,9,0,0,40
CLI1205,<=50K,39,116608,9,0,0,40
CLI1206,<=50K,39,32146,10,0,0,40
CLI1207,<=50K,49,133917,11,0,0,40
CLI1208,<=50K,29,151382,11,0,0,50
CLI1209,<=50K,43,117022,9,0,0,40
CLI1210,<=50K,52,89054,9,0,0,40
CLI1211,>50K,48,192894,16,0,0,40
CLI1212,<=50K,28,184723,13,0,1980,35
CLI1213,>50K,48,166634,13,7688,0,40
CLI1214,<=50K,34,43959,9,0,0,50
CLI1215,<=50K,25,184303,10,0,0,30
CLI1216,<=50K,18,187770,9,0,0,30
CLI1217,<=50K,64,193575,7,0,0,40
CLI1218,>50K,45,277434,12,0,0,40
CLI1219,<=50K,39,33975,9,0,0,50
CLI1220,<=50K,45,112283,13,0,0,55
CLI1221,<=50K,25,108505,9,0,0,45
CLI1222,<=50K,20,271354,9,0,0,40
CLI1223,<=50K,23,237432,13,0,0,40
CLI1224,<=50K,41,308550,9,0,0,60
CLI1225,<=50K,42,236110,3,0,0,40
CLI1226,>50K,63,167501,10,20051,0,10
CLI1227,<=50K,58,51662,6,0,0,8
CLI1228,<=50K,35,168675,9,0,0,50
CLI1229,<=50K,46,110884,9,0,0,40
CLI1230,>50K,57,146103,13,0,0,45
CLI1231,<=50K,36,127306,13,0,0,40
CLI1232,<=50K,23,147253,12,0,0,40
CLI1233,<=50K,38,29874,11,0,0,40
CLI1234,>50K,25,185942,14,0,0,40
CLI1235,>50K,38,205852,13,0,0,40
CLI1236,<=50K,20,266015,10,0,0,44
CLI1237,<=50K,47,71221,9,0,0,60
CLI1238,>50K,44,201435,11,0,0,40
CLI1239,<=50K,22,83704,10,0,0,30
CLI1240,<=50K,51,280278,6,0,0,40
CLI1241,<=50K,42,109684,14,0,1741,35
CLI1242,<=50K,34,209317,10,0,0,40
CLI1243,<=50K,23,238092,13,0,0,40
CLI1244,>50K,41,83411,9,0,0,40
CLI1245,<=50K,56,179641,9,0,0,45
CLI1246,<=50K,33,62155,10,0,0,35
CLI1247,>50K,35,33975,14,0,0,45
CLI1248,<=50K,26,213412,7,0,0,40
CLI1249,<=50K,31,163516,10,0,0,40
CLI1250,<=50K,42,190786,11,0,0,40
CLI1251,<=50K,20,178628,10,0,0,40
CLI1252,>50K,67,231559,15,20051,0,48
CLI1253,<=50K,28,251905,13,0,0,50
CLI1254,<=50K,34,104293,13,0,0,40
CLI1255,<=50K,52,169785,10,0,0,50
CLI1256,<=50K,25,88922,9,0,0,40
CLI1257,<=50K,56,196307,13,0,0,20
CLI1258,<=50K,55,219775,9,0,0,38
CLI1259,<=50K,39,191524,9,0,0,40
CLI1260,<=50K,26,152855,9,0,0,40
CLI1261,<=50K,58,241056,10,0,0,46
CLI1262,<=50K,26,300290,7,0,0,40
CLI1263,<=50K,31,49923,9,0,0,40
CLI1264,<=50K,29,224858,10,0,0,60
CLI1265,<=50K,20,196745,10,0,0,16
CLI1266,<=50K,21,25265,9,0,0,40
CLI1267,<=50K,40,128700,10,0,0,40
CLI1268,<=50K,47,238185,13,0,0,40
CLI1269,<=50K,23,154373,13,0,0,50
CLI1270,<=50K,60,106850,6,0,0,40
CLI1271,<=50K,28,104024,10,0,0,40
CLI1272,<=50K,40,558944,4,0,0,40
CLI1273,<=50K,28,216965,10,0,0,40
CLI1274,<=50K,43,191982,11,0,0,55
CLI1275,<=50K,56,170324,3,0,0,40
CLI1276,<=50K,47,543162,9,0,0,40
CLI1277,<=50K,37,349116,9,0,0,44
CLI1278,<=50K,45,102597,9,0,0,35
CLI1279,<=50K,23,183327,9,0,1594,20
CLI1280,<=50K,27,205440,6,0,0,40
CLI1281,<=50K,53,95647,5,0,0,50
CLI1282,<=50K,45,56904,13,5013,0,45
CLI1283,<=50K,35,49352,10,0,0,38
CLI1284,>50K,49,102110,9,0,0,30
CLI1285,<=50K,20,112847,9,0,0,40
CLI1286,<=50K,28,148429,9,0,0,40
CLI1287,<=50K,40,227236,9,0,0,50
CLI1288,<=50K,55,176904,9,0,0,40
CLI1289,<=50K,17,104025,7,0,0,18
CLI1290,<=50K,35,32528,9,0,0,50
CLI1291,<=50K,42,412379,9,0,0,40
CLI1292,>50K,41,92733,9,0,0,40
CLI1293,>50K,22,186634,8,0,0,50
CLI1294,<=50K,67,239705,16,0,0,12
CLI1295,<=50K,34,156890,9,0,0,50
CLI1296,<=50K,21,56582,7,0,0,50
CLI1297,<=50K,19,170800,10,0,0,20
CLI1298,<=50K,45,195418,14,0,0,40
CLI1299,<=50K,35,98948,13,0,0,32
CLI1300,>50K,35,300681,9,7298,0,35
CLI1301,<=50K,35,169104,10,0,0,40
CLI1302,<=50K,45,183804,10,0,0,40
CLI1303,>50K,35,178322,11,0,0,50
CLI1304,<=50K,24,200295,10,0,0,40
CLI1305,>50K,44,361280,10,0,0,80
CLI1306,>50K,55,141807,13,0,0,60
CLI1307,<=50K,29,301031,9,0,0,40
CLI1308,<=50K,42,102069,4,0,0,30
CLI1309,<=50K,67,228200,9,0,0,20
CLI1310,>50K,27,228472,13,0,0,45
CLI1311,<=50K,45,242552,8,0,0,35
CLI1312,<=50K,30,207301,9,0,1980,40
CLI1313,>50K,34,242984,9,0,1887,45
CLI1314,<=50K,23,293565,6,0,0,40
CLI1315,<=50K,30,54334,5,0,0,40
CLI1316,<=50K,72,194548,10,0,0,3
CLI1317,<=50K,47,161950,9,0,0,32
CLI1318,<=50K,75,125784,10,0,0,8
CLI1319,<=50K,67,150516,4,0,0,24
CLI1320,<=50K,39,74194,9,0,0,55
CLI1321,>50K,40,130760,11,0,0,50
CLI1322,<=50K,62,115387,9,0,0,40
CLI1323,<=50K,26,358975,10,0,0,50
CLI1324,<=50K,45,449354,10,0,0,40
CLI1325,>50K,39,91367,14,0,1848,45
CLI1326,<=50K,21,221480,10,0,0,25
CLI1327,<=50K,59,157303,10,0,0,48
CLI1328,<=50K,43,396116,9,0,0,40
CLI1329,<=50K,27,126060,9,0,0,40
CLI1330,>50K,40,63503,13,0,0,40
CLI1331,<=50K,18,260801,9,0,0,20
CLI1332,>50K,39,236391,9,0,0,38
CLI1333,<=50K,29,84366,6,0,0,40
CLI1334,<=50K,31,148600,9,0,0,40
CLI1335,<=50K,45,285575,9,0,0,40
CLI1336,>50K,35,189092,13,0,0,40
CLI1337,<=50K,62,123582,6,0,0,40
CLI1338,>50K,43,352005,13,15024,0,45
CLI1339,<=50K,43,88233,10,0,0,60
CLI1340,<=50K,74,194312,5,0,0,10
CLI1341,<=50K,27,183511,9,0,0,40
CLI1342,<=50K,78,91534,13,0,0,3
CLI1343,>50K,36,113337,10,0,0,42
CLI1344,<=50K,39,409189,3,0,0,40
CLI1345,>50K,36,147258,11,0,0,60
CLI1346,<=50K,33,374905,6,0,0,40
CLI1347,<=50K,40,162108,13,0,0,50
CLI1348,<=50K,63,168048,15,0,0,30
CLI1349,<=50K,18,113185,7,0,0,25
CLI1350,>50K,37,221740,13,0,0,30
CLI1351,<=50K,59,32954,11,0,0,36
CLI1352,>50K,56,329059,9,0,0,40
CLI1353,<=50K,30,342709,9,0,0,40
CLI1354,>50K,33,183923,14,7688,0,35
CLI1355,<=50K,56,119254,6,0,0,40
CLI1356,<=50K,62,263374,11,0,0,40
CLI1357,<=50K,25,222254,9,0,0,40
CLI1358,<=50K,37,194004,7,0,0,25
CLI1359,<=50K,47,165822,10,0,0,40
CLI1360,<=50K,84,132806,9,0,0,13
CLI1361,>50K,46,168195,15,0,1902,45
CLI1362,>50K,49,124356,13,0,0,60
CLI1363,<=50K,28,206125,10,0,0,40
CLI1364,<=50K,27,159724,13,0,0,40
CLI1365,<=50K,33,93930,9,0,0,40
CLI1366,<=50K,77,344425,5,0,0,10
CLI1367,<=50K,60,81578,5,0,0,40
CLI1368,<=50K,34,61272,13,0,0,40
CLI1369,<=50K,32,241885,6,0,0,40
CLI1370,>50K,47,323798,15,15024,0,55
CLI1371,<=50K,41,171351,10,0,0,40
CLI1372,<=50K,39,99357,14,1506,0,40
CLI1373,<=50K,27,152951,9,0,0,40
CLI1374,<=50K,32,230420,9,0,0,45
CLI1375,<=50K,45,120724,14,4386,0,40
CLI1376,<=50K,43,237670,11,0,0,25
CLI1377,<=50K,45,160962,10,0,0,35
CLI1378,<=50K,38,81965,11,0,0,40
CLI1379,<=50K,53,251063,10,0,0,40
CLI1380,>50K,40,153031,14,7298,0,35
CLI1381,>50K,43,193882,10,7688,0,40
CLI1382,<=50K,58,238438,10,0,0,42
CLI1383,<=50K,58,180980,10,0,0,42
CLI1384,<=50K,22,285775,11,0,0,40
CLI1385,<=50K,20,224238,8,0,0,40
CLI1386,<=50K,26,221626,9,0,1579,20
CLI1387,<=50K,39,141802,10,0,0,40
CLI1388,>50K,49,34545,10,0,1887,40
CLI1389,>50K,36,408427,15,0,0,60
CLI1390,>50K,40,356934,12,0,0,40
CLI1391,<=50K,31,255004,13,0,1741,38
CLI1392,<=50K,37,35330,9,0,1669,55
CLI1393,<=50K,39,451059,5,0,0,40
CLI1394,<=50K,20,286734,10,0,0,35
CLI1395,<=50K,47,664821,13,0,0,40
CLI1396,<=50K,27,357348,9,0,0,50
CLI1397,>50K,39,49020,13,3103,0,48
CLI1398,<=50K,40,43711,9,0,0,45
CLI1399,<=50K,30,84119,13,0,0,43
CLI1400,<=50K,45,32172,10,0,0,50
CLI1401,<=50K,37,126675,10,0,0,57
CLI1402,<=50K,22,206861,10,0,0,40
CLI1403,<=50K,25,141876,14,0,0,45
CLI1404,>50K,34,344073,9,0,0,40
CLI1405,>50K,47,362835,13,0,0,50
CLI1406,<=50K,37,184655,9,0,0,35
CLI1407,<=50K,28,153869,7,0,0,40
CLI1408,<=50K,26,165510,13,0,0,40
CLI1409,<=50K,18,54440,10,0,0,30
CLI1410,>50K,30,321990,14,15024,0,60
CLI1411,<=50K,42,46094,13,0,0,33
CLI1412,<=50K,34,62374,9,0,0,48
CLI1413,>50K,40,34007,9,0,0,70
CLI1414,<=50K,23,314645,12,0,0,25
CLI1415,<=50K,26,259585,10,0,0,24
CLI1416,>50K,45,148171,11,15024,0,40
CLI1417,>50K,49,228372,10,0,0,20
CLI1418,>50K,44,167005,13,7688,0,60
CLI1419,<=50K,18,214617,10,0,0,16
CLI1420,<=50K,29,180758,12,0,0,60
CLI1421,<=50K,49,185385,12,0,0,45
CLI1422,>50K,47,156926,13,0,0,45
CLI1423,<=50K,57,135028,9,0,0,35
CLI1424,<=50K,27,386036,10,0,0,48
CLI1425,<=50K,24,247734,13,0,0,30
CLI1426,>50K,52,74275,10,7298,0,45
CLI1427,<=50K,20,190457,9,0,0,30
CLI1428,>50K,35,116960,14,0,1887,40
CLI1429,>50K,35,356238,12,0,0,80
CLI1430,<=50K,36,210945,10,0,0,70
CLI1431,<=50K,40,144995,11,4386,0,40
CLI1432,>50K,73,102510,4,6418,0,99
CLI1433,<=50K,20,249087,10,0,0,40
CLI1434,<=50K,47,341471,9,0,0,4
CLI1435,<=50K,57,158827,9,0,0,40
CLI1436,>50K,48,142719,14,0,0,40
CLI1437,<=50K,68,191288,4,0,0,15
CLI1438,<=50K,25,106491,9,0,0,48
CLI1439,>50K,34,175856,13,3103,0,55
CLI1440,<=50K,49,328776,9,0,0,40
CLI1441,>50K,45,223999,5,0,1848,40
CLI1442,<=50K,17,181317,6,0,0,35
CLI1443,<=50K,44,216116,9,0,0,40
CLI1444,<=50K,41,204046,9,0,0,40
CLI1445,>50K,40,270147,14,0,0,40
CLI1446,<=50K,21,219835,11,0,0,40
CLI1447,<=50K,23,320294,9,0,0,40
CLI1448,>50K,36,35945,4,7298,0,45
CLI1449,<=50K,32,209317,9,0,0,40
CLI1450,<=50K,60,137733,13,0,0,50
CLI1451,<=50K,49,411273,6,0,0,40
CLI1452,<=50K,26,350853,3,0,0,40
CLI1453,>50K,61,219886,10,0,0,40
CLI1454,>50K,42,154374,9,0,0,50
CLI1455,<=50K,51,305147,13,0,0,40
CLI1456,<=50K,37,127918,10,0,0,20
CLI1457,<=50K,29,264961,9,0,0,45
CLI1458,<=50K,58,111169,9,0,0,40
CLI1459,>50K,45,182655,13,0,0,45
CLI1460,>50K,33,159247,13,0,0,40
CLI1461,<=50K,32,48014,10,0,0,35
CLI1462,>50K,37,137229,11,0,0,45
CLI1463,<=50K,21,233923,10,0,0,24
CLI1464,<=50K,30,275632,9,0,0,45
CLI1465,<=50K,55,170166,13,0,0,25
CLI1466,<=50K,52,225317,3,0,0,40
CLI1467,<=50K,24,206861,13,0,0,40
CLI1468,>50K,59,32537,9,0,0,40
CLI1469,>50K,47,324791,14,0,1887,50
CLI1470,<=50K,47,196707,15,0,0,40
CLI1471,>50K,41,104892,14,0,0,40
CLI1472,<=50K,33,118551,9,0,0,40
CLI1473,<=50K,24,191269,13,0,0,65
CLI1474,<=50K,43,190044,6,0,0,40
CLI1475,<=50K,40,170019,9,0,0,40
CLI1476,>50K,47,174533,11,0,0,40
CLI1477,<=50K,57,110417,10,0,0,75
CLI1478,<=50K,37,164526,13,0,0,40
CLI1479,>50K,48,287647,16,7688,0,55
CLI1480,<=50K,21,170456,10,0,0,35
CLI1481,<=50K,53,103586,13,0,0,55
CLI1482,<=50K,17,226717,8,0,0,20
CLI1483,<=50K,32,116365,9,0,0,20
CLI1484,<=50K,29,176723,10,0,0,25
CLI1485,>50K,35,170174,9,7298,0,60
CLI1486,>50K,40,294708,9,0,0,40
CLI1487,>50K,59,43221,10,0,0,43
CLI1488,<=50K,33,164190,14,0,0,20
CLI1489,<=50K,25,173212,12,2354,0,45
CLI1490,<=50K,39,152023,7,0,0,40
CLI1491,<=50K,35,196178,9,0,0,40
CLI1492,<=50K,28,222005,9,0,0,40
CLI1493,<=50K,64,211222,13,0,0,40
CLI1494,<=50K,27,335421,14,0,0,40
CLI1495,<=50K,30,203258,9,0,0,35
CLI1496,<=50K,24,203924,13,0,0,45
CLI1497,>50K,38,207202,9,0,0,48
CLI1498,<=50K,37,34996,9,0,0,40
CLI1499,<=50K,20,299047,10,0,0,20
CLI1500,<=50K,31,110714,10,0,0,37
CLI1501,>50K,31,127610,13,0,0,50
CLI1502,<=50K,20,122166,10,0,0,40
CLI1503,<=50K,48,43206,15,0,0,25
CLI1504,<=50K,90,171956,10,0,0,40
CLI1505,<=50K,41,145441,11,0,0,40
CLI1506,<=50K,65,109351,5,0,0,24
CLI1507,<=50K,39,48093,9,0,0,40
CLI1508,>50K,42,157562,13,0,1902,80
CLI1509,<=50K,27,199172,13,0,0,40
CLI1510,<=50K,31,176862,10,0,0,40
CLI1511,<=50K,46,122206,9,0,0,50
CLI1512,<=50K,23,182615,10,0,0,40
CLI1513,>50K,39,172425,11,0,0,20
CLI1514,>50K,33,238912,16,0,0,60
CLI1515,<=50K,40,293809,13,0,0,20
CLI1516,<=50K,53,111939,13,0,0,35
CLI1517,<=50K,39,89508,13,0,0,40
CLI1518,>50K,77,143516,14,0,0,8
CLI1519,<=50K,61,68268,6,0,0,55
CLI1520,<=50K,32,176998,13,0,0,40
CLI1521,<=50K,26,162312,10,0,0,20
CLI1522,>50K,47,105779,13,0,0,40
CLI1523,<=50K,37,147258,10,0,0,55
CLI1524,<=50K,54,457237,14,0,0,40
CLI1525,<=50K,23,254127,13,0,0,50
CLI1526,<=50K,24,440138,9,0,0,45
CLI1527,<=50K,50,133963,9,0,0,35
CLI1528,>50K,31,345122,15,14084,0,50
CLI1529,<=50K,26,190469,13,0,0,40
CLI1530,>50K,48,144122,14,0,0,40
CLI1531,<=50K,23,205939,9,0,0,38
CLI1532,>50K,71,35303,13,9386,0,30
CLI1533,>50K,50,123429,10,0,0,40
CLI1534,>50K,41,175674,10,0,0,40
CLI1535,<=50K,69,174474,6,0,0,28
CLI1536,>50K,38,63509,9,0,0,40
CLI1537,<=50K,28,144521,9,0,0,40
CLI1538,<=50K,32,207284,9,0,0,40
CLI1539,<=50K,51,99316,8,0,0,50
CLI1540,>50K,66,174276,10,0,0,50
CLI1541,>50K,43,245056,9,0,0,40
CLI1542,<=50K,18,127827,8,0,0,25
CLI1543,<=50K,27,109881,13,0,0,20
CLI1544,<=50K,23,442359,13,0,1092,40
CLI1545,<=50K,35,156728,9,0,0,40
CLI1546,<=50K,28,294398,10,0,0,40
CLI1547,<=50K,27,157624,9,0,0,40
CLI1548,<=50K,24,201603,9,0,0,30
CLI1549,>50K,52,284329,11,15024,0,40
CLI1550,<=50K,19,190817,10,0,0,40
CLI1551,<=50K,22,122346,9,0,0,40
CLI1552,<=50K,22,121070,10,0,0,35
CLI1553,<=50K,20,164775,3,0,0,40
CLI1554,>50K,55,134120,6,99999,0,40
CLI1555,<=50K,49,265295,9,0,0,40
CLI1556,<=50K,29,363425,13,0,0,40
CLI1557,<=50K,57,299358,9,0,1719,25
CLI1558,<=50K,18,36411,8,0,0,30
CLI1559,<=50K,37,344480,10,0,0,65
CLI1560,<=50K,34,108454,10,0,0,45
CLI1561,<=50K,61,124648,6,0,0,40
CLI1562,>50K,55,168625,10,0,0,12
CLI1563,>50K,40,191429,15,15024,0,40
CLI1564,<=50K,54,94055,13,0,0,40
CLI1565,<=50K,45,61751,9,0,0,35
CLI1566,<=50K,41,146659,13,0,0,70
CLI1567,<=50K,40,105862,13,5455,0,40
CLI1568,>50K,47,109832,9,5178,0,30
CLI1569,<=50K,39,111499,13,0,0,40
CLI1570,<=50K,18,208447,8,0,0,6
CLI1571,<=50K,49,233059,11,0,0,40
CLI1572,<=50K,39,86551,9,0,1876,40
CLI1573,<=50K,25,281627,14,0,0,40
CLI1574,<=50K,30,189620,13,0,0,40
CLI1575,<=50K,43,336042,9,0,0,40
CLI1576,<=50K,55,143266,9,0,0,25
CLI1577,>50K,46,142828,9,0,0,40
CLI1578,<=50K,24,111450,9,0,0,40
CLI1579,>50K,47,345493,15,99999,0,55
CLI1580,>50K,43,33331,14,0,0,40
CLI1581,<=50K,61,226989,10,0,0,40
CLI1582,<=50K,20,206215,9,0,0,40
CLI1583,<=50K,51,158508,10,0,0,36
CLI1584,<=50K,67,223257,9,0,0,40
CLI1585,<=50K,40,256202,11,0,0,40
CLI1586,<=50K,54,172962,13,0,1340,40
CLI1587,<=50K,38,273285,7,0,0,32
CLI1588,<=50K,56,128900,10,0,0,40
CLI1589,>50K,43,209894,9,0,0,40
CLI1590,<=50K,36,177907,10,0,0,65
CLI1591,>50K,64,159938,9,8614,0,40
CLI1592,<=50K,28,96219,13,0,0,5
CLI1593,<=50K,42,225193,9,0,0,40
CLI1594,<=50K,33,103435,11,0,0,45
CLI1595,<=50K,41,340148,10,0,0,45
CLI1596,<=50K,25,29020,12,0,0,45
CLI1597,<=50K,23,41031,10,0,0,35
CLI1598,<=50K,52,165681,10,0,0,40
CLI1599,<=50K,26,247006,9,0,0,52
CLI1600,<=50K,69,660461,9,0,0,20
CLI1601,>50K,50,132716,9,0,0,40
CLI1602,<=50K,27,216481,10,0,0,40
CLI1603,>50K,61,98350,16,0,0,40
CLI1604,<=50K,19,73190,10,0,0,20
CLI1605,<=50K,52,126978,9,0,0,40
CLI1606,>50K,30,315640,16,0,1977,40
CLI1607,<=50K,46,231515,12,0,0,47
CLI1608,>50K,54,98535,13,0,0,40
CLI1609,<=50K,48,102938,13,0,0,40
CLI1610,<=50K,28,140845,6,0,155,40
CLI1611,<=50K,25,193051,13,0,0,35
CLI1612,<=50K,17,295991,6,0,0,20
CLI1613,<=50K,19,188815,9,34095,0,20
CLI1614,<=50K,34,119422,11,0,1672,50
CLI1615,>50K,37,312232,13,5178,0,40
CLI1616,>50K,42,209752,15,0,0,55
CLI1617,>50K,37,191841,13,8614,0,40
CLI1618,<=50K,28,129460,6,0,2238,35
CLI1619,<=50K,26,515025,6,0,0,40
CLI1620,<=50K,37,217689,10,0,0,32
CLI1621,>50K,40,121772,11,0,0,40
CLI1622,<=50K,35,452283,9,0,0,40
CLI1623,<=50K,18,97963,9,0,0,30
CLI1624,<=50K,35,56201,10,0,0,40
CLI1625,<=50K,42,207392,9,0,0,12
CLI1626,<=50K,19,391329,10,0,0,30
CLI1627,<=50K,33,35309,13,0,0,40
CLI1628,<=50K,18,183315,7,0,0,10
CLI1629,<=50K,23,178818,9,0,0,40
CLI1630,>50K,42,54202,13,10520,0,50
CLI1631,>50K,36,58343,13,3103,0,42
CLI1632,<=50K,44,192771,9,0,0,40
CLI1633,>50K,40,107306,13,0,0,40
CLI1634,>50K,61,95450,13,5178,0,50
CLI1635,<=50K,21,180339,10,0,0,45
CLI1636,>50K,63,189253,10,0,0,45
CLI1637,<=50K,39,316582,14,0,0,55
CLI1638,<=50K,47,330416,10,0,0,60
CLI1639,<=50K,59,186308,14,0,0,50
CLI1640,<=50K,57,145189,10,0,0,40
CLI1641,<=50K,41,254440,11,0,0,60
CLI1642,<=50K,24,91999,12,0,0,20
CLI1643,<=50K,21,82497,10,0,0,30
CLI1644,<=50K,36,250238,2,0,0,40
CLI1645,<=50K,47,161558,6,0,0,45
CLI1646,<=50K,26,125680,13,0,0,16
CLI1647,>50K,59,175689,10,0,0,14
CLI1648,<=50K,43,180609,13,0,0,45
CLI1649,>50K,49,105586,11,0,0,40
CLI1650,<=50K,68,198554,10,0,0,20
CLI1651,<=50K,41,299813,5,0,0,70
CLI1652,<=50K,43,277488,9,0,0,30
CLI1653,<=50K,57,165922,9,0,0,50
CLI1654,<=50K,32,176185,10,0,0,60
CLI1655,<=50K,48,117849,10,0,0,40
CLI1656,<=50K,31,386331,9,0,0,50
CLI1657,<=50K,23,449101,9,0,0,30
CLI1658,<=50K,23,350680,12,0,0,40
CLI1659,<=50K,45,213140,6,2829,0,40
CLI1660,<=50K,44,262241,9,0,0,40
CLI1661,<=50K,22,192455,9,0,0,40
CLI1662,<=50K,37,183345,11,0,0,45
CLI1663,<=50K,52,181755,9,0,0,40
CLI1664,>50K,43,293305,13,0,1887,40
CLI1665,<=50K,52,82285,13,0,0,40
CLI1666,>50K,49,110373,10,0,0,40
CLI1667,<=50K,37,24342,10,0,0,38
CLI1668,<=50K,26,273399,10,0,0,40
CLI1669,<=50K,51,209912,13,0,0,50
CLI1670,<=50K,18,205218,7,0,0,20
CLI1671,<=50K,23,306868,13,0,0,40
CLI1672,<=50K,52,29658,9,0,0,40
CLI1673,<=50K,22,161532,10,0,0,35
CLI1674,>50K,32,118551,13,0,0,35
CLI1675,>50K,45,420986,13,0,0,40
CLI1676,<=50K,29,107458,9,0,0,40
CLI1677,<=50K,19,106273,10,0,0,38
CLI1678,>50K,45,339863,13,8614,0,48
CLI1679,<=50K,34,184147,9,0,0,20
CLI1680,<=50K,47,192984,10,0,0,40
CLI1681,<=50K,65,173674,9,0,0,14
CLI1682,<=50K,44,228057,9,0,0,40
CLI1683,<=50K,41,343944,7,0,0,40
CLI1684,<=50K,62,132917,10,0,0,20
CLI1685,<=50K,42,142756,13,0,0,50
CLI1686,<=50K,37,315291,13,0,0,40
CLI1687,<=50K,40,390369,9,0,0,40
CLI1688,<=50K,24,215712,10,0,0,35
CLI1689,<=50K,21,163911,10,0,0,3
CLI1690,>50K,25,353795,10,3103,0,40
CLI1691,<=50K,37,404661,10,0,0,40
CLI1692,<=50K,20,140764,10,0,0,20
CLI1693,>50K,68,128472,16,0,0,55
CLI1694,<=50K,30,290677,14,0,0,20
CLI1695,<=50K,26,287420,13,0,0,60
CLI1696,<=50K,31,149507,11,3464,0,38
CLI1697,<=50K,51,120914,4,2961,0,40
CLI1698,<=50K,47,222529,13,0,0,65
CLI1699,<=50K,38,31053,9,0,0,40
CLI1700,<=50K,44,115411,10,0,0,40
CLI1701,<=50K,58,78634,7,0,0,60
CLI1702,<=50K,58,37591,13,0,0,40
CLI1703,<=50K,39,191161,10,0,0,40
CLI1704,<=50K,38,58972,9,0,0,50
CLI1705,<=50K,48,326048,12,0,0,44
CLI1706,<=50K,56,222182,9,0,0,45
CLI1707,<=50K,36,79649,10,0,0,40
CLI1708,>50K,31,185480,9,0,0,40
CLI1709,>50K,53,89534,9,0,0,48
CLI1710,>50K,38,275223,10,7298,0,40
CLI1711,<=50K,31,329301,9,0,0,55
CLI1712,<=50K,19,118352,10,0,0,16
CLI1713,<=50K,21,105312,9,0,0,20
CLI1714,<=50K,55,249072,9,0,0,60
CLI1715,>50K,40,286370,4,0,0,40
CLI1716,<=50K,66,212759,13,6767,0,20
CLI1717,<=50K,21,149224,10,0,0,30
CLI1718,<=50K,35,509462,13,0,0,45
CLI1719,<=50K,24,102942,10,0,0,50
CLI1720,<=50K,21,315303,10,0,0,20
CLI1721,<=50K,54,108960,7,0,0,40
CLI1722,<=50K,42,105804,7,0,0,40
CLI1723,<=50K,61,101265,10,0,0,43
CLI1724,<=50K,29,185647,10,0,0,60
CLI1725,<=50K,58,322013,9,0,0,40
CLI1726,<=50K,48,219962,11,0,0,40
CLI1727,<=50K,29,59732,9,0,0,40
CLI1728,<=50K,27,284741,10,0,0,30
CLI1729,<=50K,42,444134,9,0,0,15
CLI1730,>50K,31,350651,8,0,0,40
CLI1731,<=50K,19,344414,10,0,0,40
CLI1732,<=50K,35,301862,9,0,0,40
CLI1733,<=50K,44,261497,9,0,0,40
CLI1734,>50K,32,204742,13,0,0,40
CLI1735,<=50K,43,50197,6,0,0,40
CLI1736,<=50K,30,426017,7,0,0,19
CLI1737,<=50K,61,129246,6,0,0,48
CLI1738,<=50K,25,288185,5,0,0,40
CLI1739,<=50K,21,228649,10,0,0,20
CLI1740,<=50K,51,134808,9,0,0,40
CLI1741,<=50K,67,209137,13,0,0,40
CLI1742,<=50K,38,123031,9,0,0,48
CLI1743,<=50K,54,172281,9,0,2051,50
CLI1744,>50K,31,209101,15,0,0,25
CLI1745,<=50K,33,195576,9,4386,0,60
CLI1746,<=50K,50,65160,13,0,0,40
CLI1747,<=50K,44,220563,10,0,0,40
CLI1748,<=50K,29,119429,9,0,0,40
CLI1749,<=50K,49,94638,9,0,0,40
