ID,Label,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country
CLI1285,<=50K,Private,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,United-States
CLI1286,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1287,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1288,<=50K,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1289,<=50K,?,11th,Never-married,?,Own-child,White,Male,United-States
CLI1290,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI1291,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI1292,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1293,>50K,State-gov,12th,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI1294,<=50K,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,?
CLI1295,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1296,<=50K,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States
CLI1297,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States
CLI1298,<=50K,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Black,Male,United-States
CLI1299,<=50K,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,United-States
CLI1300,>50K,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States
CLI1301,<=50K,Private,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,United-States
CLI1302,<=50K,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI1303,>50K,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,Germany
CLI1304,<=50K,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI1305,>50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Philippines
CLI1306,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1307,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
CLI1308,<=50K,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1309,<=50K,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,United-States
CLI1310,>50K,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1311,<=50K,Self-emp-not-inc,12th,Divorced,Craft-repair,Other-relative,Black,Male,United-States
CLI1312,<=50K,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States
CLI1313,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1314,<=50K,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
CLI1315,<=50K,Private,9th,Never-married,Sales,Not-in-family,White,Male,United-States
CLI1316,<=50K,?,Some-college,Married-spouse-absent,?,Not-in-family,White,Male,United-States
CLI1317,<=50K,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States
CLI1318,<=50K,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1319,<=50K,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1320,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1321,>50K,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1322,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Female,United-States
CLI1323,<=50K,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,Hungary
CLI1324,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1325,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1326,<=50K,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,Ecuador
CLI1327,<=50K,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
CLI1328,<=50K,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1329,<=50K,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI1330,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1331,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI1332,>50K,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1333,<=50K,Private,10th,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,Mexico
CLI1334,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
CLI1335,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,China
CLI1336,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1337,<=50K,Private,10th,Divorced,Other-service,Unmarried,White,Female,United-States
CLI1338,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1339,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI1340,<=50K,Private,9th,Widowed,Craft-repair,Not-in-family,White,Male,?
CLI1341,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI1342,<=50K,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1343,>50K,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI1344,<=50K,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico
CLI1345,>50K,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1346,<=50K,State-gov,10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI1347,<=50K,?,Bachelors,Divorced,?,Not-in-family,White,Female,United-States
CLI1348,<=50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1349,<=50K,?,11th,Never-married,?,Own-child,White,Male,United-States
CLI1350,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
CLI1351,<=50K,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
CLI1352,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Italy
CLI1353,<=50K,Private,HS-grad,Married-spouse-absent,Craft-repair,Other-relative,White,Male,United-States
CLI1354,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
CLI1355,<=50K,?,10th,Divorced,?,Not-in-family,White,Female,United-States
CLI1356,<=50K,?,Assoc-voc,Married-civ-spouse,?,Husband,White,Male,Canada
CLI1357,<=50K,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,United-States
CLI1358,<=50K,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1359,<=50K,Local-gov,Some-college,Divorced,Transport-moving,Unmarried,White,Male,United-States
CLI1360,<=50K,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States
CLI1361,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1362,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1363,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1364,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI1365,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1366,<=50K,Private,9th,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,United-States
CLI1367,<=50K,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1368,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI1369,<=50K,Self-emp-not-inc,10th,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI1370,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1371,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1372,<=50K,Private,Masters,Divorced,Prof-specialty,Own-child,White,Female,United-States
CLI1373,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1374,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI1375,<=50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1376,<=50K,Self-emp-not-inc,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
CLI1377,<=50K,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,White,Female,United-States
CLI1378,<=50K,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,United-States
CLI1379,<=50K,Private,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,United-States
CLI1380,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1381,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1382,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1383,<=50K,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,France
CLI1384,<=50K,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI1385,<=50K,Private,12th,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI1386,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States
CLI1387,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States
CLI1388,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1389,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1390,>50K,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
CLI1391,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI1392,<=50K,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI1393,<=50K,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI1394,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Female,United-States
CLI1395,<=50K,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,El-Salvador
CLI1396,<=50K,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States
CLI1397,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1398,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI1399,<=50K,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States
CLI1400,<=50K,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
CLI1401,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1402,<=50K,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI1403,<=50K,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Male,?
CLI1404,>50K,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,United-States
CLI1405,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1406,<=50K,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI1407,<=50K,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1408,<=50K,Private,Bachelors,Never-married,Farming-fishing,Own-child,White,Male,United-States
CLI1409,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States
CLI1410,>50K,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,?
CLI1411,<=50K,Local-gov,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,United-States
CLI1412,<=50K,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI1413,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1414,<=50K,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI1415,<=50K,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States
CLI1416,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1417,>50K,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1418,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1419,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States
CLI1420,<=50K,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI1421,<=50K,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1422,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Canada
CLI1423,<=50K,Federal-gov,HS-grad,Separated,Adm-clerical,Other-relative,Black,Female,United-States
CLI1424,<=50K,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States
CLI1425,<=50K,?,Bachelors,Never-married,?,Own-child,White,Male,United-States
CLI1426,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1427,<=50K,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States
CLI1428,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1429,>50K,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,United-States
CLI1430,<=50K,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI1431,<=50K,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI1432,>50K,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1433,<=50K,?,Some-college,Never-married,?,Own-child,White,Female,United-States
CLI1434,<=50K,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,United-States
CLI1435,<=50K,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,United-States
CLI1436,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1437,<=50K,?,7th-8th,Widowed,?,Not-in-family,White,Female,United-States
CLI1438,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1439,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1440,<=50K,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States
CLI1441,>50K,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI1442,<=50K,Self-emp-not-inc,10th,Never-married,Farming-fishing,Own-child,White,Male,United-States
CLI1443,<=50K,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Black,Female,Jamaica
CLI1444,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1445,>50K,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI1446,<=50K,?,Assoc-voc,Never-married,?,Not-in-family,White,Male,United-States
CLI1447,<=50K,Federal-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI1448,>50K,Self-emp-not-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1449,<=50K,Private,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,?
CLI1450,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1451,<=50K,Private,10th,Divorced,Machine-op-inspct,Not-in-family,Black,Male,United-States
CLI1452,<=50K,Private,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,?
CLI1453,>50K,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,United-States
CLI1454,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI1455,<=50K,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI1456,<=50K,Private,Some-college,Never-married,Transport-moving,Unmarried,White,Female,Puerto-Rico
CLI1457,<=50K,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI1458,<=50K,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI1459,>50K,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,?
CLI1460,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1461,<=50K,Self-emp-not-inc,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI1462,>50K,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,United-States
CLI1463,<=50K,?,Some-college,Never-married,?,Own-child,White,Female,United-States
CLI1464,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1465,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
CLI1466,<=50K,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
CLI1467,<=50K,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI1468,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1469,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1470,<=50K,Private,Prof-school,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
CLI1471,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1472,<=50K,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI1473,<=50K,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI1474,<=50K,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI1475,<=50K,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,?
CLI1476,>50K,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1477,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1478,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1479,>50K,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1480,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Italy
CLI1481,<=50K,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI1482,<=50K,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI1483,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI1484,<=50K,Private,Some-college,Never-married,Sales,Unmarried,White,Female,United-States
CLI1485,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1486,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
CLI1487,>50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1488,<=50K,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,United-States
CLI1489,<=50K,Private,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
CLI1490,<=50K,State-gov,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1491,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1492,<=50K,?,HS-grad,Never-married,?,Other-relative,White,Female,Mexico
CLI1493,<=50K,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI1494,<=50K,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,United-States
CLI1495,<=50K,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States
CLI1496,<=50K,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI1497,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1498,<=50K,State-gov,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States
CLI1499,<=50K,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States
CLI1500,<=50K,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI1501,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
CLI1502,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI1503,<=50K,Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,United-States
CLI1504,<=50K,Private,Some-college,Separated,Adm-clerical,Own-child,White,Female,Puerto-Rico
CLI1505,<=50K,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Yugoslavia
CLI1506,<=50K,Private,9th,Widowed,Priv-house-serv,Unmarried,Black,Female,United-States
CLI1507,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
CLI1508,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1509,<=50K,Private,Bachelors,Never-married,Protective-serv,Own-child,White,Female,United-States
CLI1510,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1511,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1512,<=50K,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI1513,>50K,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI1514,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1515,<=50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1516,<=50K,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI1517,<=50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1518,>50K,?,Masters,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1519,<=50K,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1520,<=50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1521,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,Philippines
CLI1522,>50K,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,White,Male,United-States
CLI1523,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1524,<=50K,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1525,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty,Other-relative,White,Female,United-States
CLI1526,<=50K,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,England
CLI1527,<=50K,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI1528,>50K,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
CLI1529,<=50K,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States
CLI1530,>50K,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
CLI1531,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1532,>50K,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1533,>50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1534,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1535,<=50K,Private,10th,Separated,Machine-op-inspct,Not-in-family,White,Female,Peru
CLI1536,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1537,<=50K,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,United-States
CLI1538,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1539,<=50K,Private,12th,Divorced,Transport-moving,Unmarried,White,Male,United-States
CLI1540,>50K,Private,Some-college,Widowed,Sales,Unmarried,White,Female,United-States
CLI1541,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
CLI1542,<=50K,Private,12th,Never-married,Sales,Own-child,White,Female,United-States
CLI1543,<=50K,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,United-States
CLI1544,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI1545,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1546,<=50K,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States
CLI1547,<=50K,?,HS-grad,Separated,?,Other-relative,White,Female,United-States
CLI1548,<=50K,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States
CLI1549,>50K,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1550,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States
CLI1551,<=50K,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI1552,<=50K,?,Some-college,Never-married,?,Own-child,White,Male,United-States
CLI1553,<=50K,Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,Guatemala
CLI1554,>50K,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1555,<=50K,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI1556,<=50K,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI1557,<=50K,Private,HS-grad,Widowed,Other-service,Other-relative,White,Female,United-States
CLI1558,<=50K,Local-gov,12th,Never-married,Prof-specialty,Own-child,White,Male,United-States
CLI1559,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1560,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1561,<=50K,?,10th,Divorced,?,Not-in-family,White,Female,United-States
CLI1562,>50K,Self-emp-not-inc,Some-college,Divorced,Tech-support,Not-in-family,White,Female,United-States
CLI1563,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1564,<=50K,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI1565,<=50K,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States
CLI1566,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1567,<=50K,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States
